id,user_id,task_id,status,completed_at,proof_data,marked_by_user_id,marked_by_nickname
4461047d-8a88-4c8b-b778-0a6813450344,86453042-6d66-489f-af76-267923921d04,73079ea1-5f91-4f87-bdc5-d26865c40fb6,available,,,,
44fdd3aa-a6fa-462d-95a8-c4f41a19a446,289e0bec-ba70-46e5-89c0-a27782fa717e,202611ba-3386-48f9-ba64-a4fed26ca4b7,available,,,,
46ed09bc-7d27-4502-9ecf-753607c5a09c,4654ae62-a143-4ac2-8149-b79b04b7ad7a,c43f94a3-125b-4020-bdbb-afecd04d4012,available,,,,
4b692a15-5756-4505-9c38-3a9c62f6f169,86453042-6d66-489f-af76-267923921d04,d30ca43a-ff22-4a05-a5df-fc56b2fb48f0,available,,,,
4fbc4301-47fc-4bd7-95c6-a504dfc70b6f,289e0bec-ba70-46e5-89c0-a27782fa717e,88be1312-aacd-4c50-9277-f864d0591a69,available,,,,
51f344c4-8881-4b4b-9e44-6de16520b860,86453042-6d66-489f-af76-267923921d04,f5949257-ae12-4a79-bdfb-0e16785d12aa,available,,,,
53fd26b2-0df0-42a0-841f-bd2bf62dc0db,86453042-6d66-489f-af76-267923921d04,b13435c1-727d-485b-be15-88354688cb34,available,,,,
5fc33e7b-411a-41b8-bd9a-08e16364f66c,86453042-6d66-489f-af76-267923921d04,db07dfe3-9b33-4884-9578-6967d66e1ba2,available,,,,
6037656d-c4d6-4e68-aa83-39ab095ffa70,289e0bec-ba70-46e5-89c0-a27782fa717e,968da6ec-8169-4dfc-9200-52135c343ba2,available,,,,
66bec9be-7138-4fe4-b0d2-80ace6261359,289e0bec-ba70-46e5-89c0-a27782fa717e,0489b6c7-84b1-4b56-9201-ceee3747083e,available,,,,
6a2c5bbe-8f3d-4dda-a95e-7cd8d60d8c49,4654ae62-a143-4ac2-8149-b79b04b7ad7a,968da6ec-8169-4dfc-9200-52135c343ba2,available,,,,
70369c6b-53d7-4be1-832c-96a4bcb30c6a,289e0bec-ba70-46e5-89c0-a27782fa717e,c2d8d5d1-3234-4b4c-9ec7-fac0a594b9eb,available,,,,
718522e1-2658-4c30-8e33-cdcfe4f469dd,4654ae62-a143-4ac2-8149-b79b04b7ad7a,db07dfe3-9b33-4884-9578-6967d66e1ba2,available,,,,
760a78e7-d6ee-4dfb-8a33-48c7d0ecdc79,86453042-6d66-489f-af76-267923921d04,0489b6c7-84b1-4b56-9201-ceee3747083e,available,,,,
77449ae9-e741-4aa9-a67c-02dc61bb2230,289e0bec-ba70-46e5-89c0-a27782fa717e,d1596976-f49a-40e0-874c-bd05c87782f6,available,,,,
79d8a085-2c8c-41ee-94c9-9213cb1bbe8b,4654ae62-a143-4ac2-8149-b79b04b7ad7a,d30ca43a-ff22-4a05-a5df-fc56b2fb48f0,available,,,,
7dc92bc5-6c0b-43db-a5bf-dbd29898a67e,289e0bec-ba70-46e5-89c0-a27782fa717e,1590c653-91c4-4925-a6f3-7bab215c2fc5,available,,,,
80bfa88e-640b-488a-8d30-4cd0fd3dee4c,4654ae62-a143-4ac2-8149-b79b04b7ad7a,88be1312-aacd-4c50-9277-f864d0591a69,available,,,,
84bdb55c-2cd1-4628-9ca2-7ee026700532,4654ae62-a143-4ac2-8149-b79b04b7ad7a,0489b6c7-84b1-4b56-9201-ceee3747083e,available,,,,
85923c86-5821-4e47-a52a-797888cbe326,86453042-6d66-489f-af76-267923921d04,c43f94a3-125b-4020-bdbb-afecd04d4012,available,,,,
9a1626d8-7f82-42e5-b0d5-564a053d58a0,289e0bec-ba70-46e5-89c0-a27782fa717e,9c42a268-a44e-4049-a5f0-3f89edab9986,available,,,,
a16c2014-5171-4dee-90f7-c113ac89ba38,4654ae62-a143-4ac2-8149-b79b04b7ad7a,b907b226-7aa1-485c-b63b-2bd1cbc3ac50,available,,,,
ab001ed2-165e-4b99-86a6-91215b3adb9b,86453042-6d66-489f-af76-267923921d04,202611ba-3386-48f9-ba64-a4fed26ca4b7,available,,,,
ab069772-abdf-4261-8c5e-fc3e8cd5d323,4654ae62-a143-4ac2-8149-b79b04b7ad7a,9c42a268-a44e-4049-a5f0-3f89edab9986,available,,,,
aed0a893-20cc-44e3-94db-c000bf72cbd7,86453042-6d66-489f-af76-267923921d04,968da6ec-8169-4dfc-9200-52135c343ba2,available,,,,
b08d405c-bd28-4df8-97aa-aaa33148c9d7,289e0bec-ba70-46e5-89c0-a27782fa717e,2329e62a-ecac-44c4-89d8-294e5d2bd80b,available,,,,
b5c82202-d295-4036-978d-1c544f0764ea,86453042-6d66-489f-af76-267923921d04,c2d8d5d1-3234-4b4c-9ec7-fac0a594b9eb,available,,,,
b7c71e33-3628-4be5-bbc5-6ba7e8c29921,4654ae62-a143-4ac2-8149-b79b04b7ad7a,2a2d488f-c18c-4e1e-ae38-ee563b7f1f31,available,,,,
b8376934-80b0-4ce8-883a-4e172dac444b,289e0bec-ba70-46e5-89c0-a27782fa717e,b907b226-7aa1-485c-b63b-2bd1cbc3ac50,available,,,,
b9b4fb21-daf8-4b23-b86e-5a6bea155357,4654ae62-a143-4ac2-8149-b79b04b7ad7a,2329e62a-ecac-44c4-89d8-294e5d2bd80b,available,,,,
bbcf01be-512c-48a1-a1f6-25a32214a1d3,289e0bec-ba70-46e5-89c0-a27782fa717e,2a2d488f-c18c-4e1e-ae38-ee563b7f1f31,available,,,,
bd5e2079-b4f3-4839-b4e6-1bdecab43a04,4654ae62-a143-4ac2-8149-b79b04b7ad7a,d1596976-f49a-40e0-874c-bd05c87782f6,available,,,,
c2c327ea-ae8f-451b-a3e7-ee6c00f6ab71,289e0bec-ba70-46e5-89c0-a27782fa717e,5f67ce9f-0da9-42db-81e7-aef411a93bf4,available,,,,
c2dfdf4c-a274-4632-a103-30cb4ead3217,86453042-6d66-489f-af76-267923921d04,5f67ce9f-0da9-42db-81e7-aef411a93bf4,available,,,,
c71d0463-1397-4ec0-9c29-fa8a219105b4,289e0bec-ba70-46e5-89c0-a27782fa717e,ae1e707f-324f-44cf-bf2f-e3f318ab284f,available,,,,
c86e50b0-fd3f-4f90-b421-4d2448c6a68b,86453042-6d66-489f-af76-267923921d04,9c42a268-a44e-4049-a5f0-3f89edab9986,available,,,,
cc13f09e-753d-40ef-b3ea-db9d3e133756,289e0bec-ba70-46e5-89c0-a27782fa717e,d66af6c0-27af-44e1-b323-ada828473c02,available,,,,
d14ad61e-cb36-4201-ae46-23cee9de77d0,4654ae62-a143-4ac2-8149-b79b04b7ad7a,61f5b79f-6ae8-4972-95a1-dfd2a31263b5,available,,,,
d854d1d9-d4d6-4951-85d0-b44c3987589b,289e0bec-ba70-46e5-89c0-a27782fa717e,0ac04b89-8ae0-4564-81ee-d81e7ff20de1,available,,,,
d897c08f-ab9f-4c2e-a8a4-a7d64bd4c6be,289e0bec-ba70-46e5-89c0-a27782fa717e,d30ca43a-ff22-4a05-a5df-fc56b2fb48f0,available,,,,
d93faa15-4389-4b2b-a633-875949cc5c7d,86453042-6d66-489f-af76-267923921d04,b907b226-7aa1-485c-b63b-2bd1cbc3ac50,available,,,,
dcb32b2d-0962-46b7-9af6-debec26a23ac,86453042-6d66-489f-af76-267923921d04,ae1e707f-324f-44cf-bf2f-e3f318ab284f,claimed,2026-07-16 14:25:56.822,,17080e87-4481-4f04-88df-6e3302da957b,powerful
e45dbf06-3d8d-448a-863b-c13298219443,289e0bec-ba70-46e5-89c0-a27782fa717e,b13435c1-727d-485b-be15-88354688cb34,available,,,,
e49ff78b-d0a6-46d0-8827-8be9e7a648d9,86453042-6d66-489f-af76-267923921d04,7123548b-1bd1-4170-bdea-956fc599ad5e,available,,,,
e8aca777-2f4c-453f-be3b-e07a54bd5faa,4654ae62-a143-4ac2-8149-b79b04b7ad7a,ae1e707f-324f-44cf-bf2f-e3f318ab284f,available,,,,
ec134414-828f-4097-89a0-a6b0acb2688f,86453042-6d66-489f-af76-267923921d04,d1596976-f49a-40e0-874c-bd05c87782f6,available,,,,
ecece660-bea3-4910-a869-a8859242cf07,289e0bec-ba70-46e5-89c0-a27782fa717e,61f5b79f-6ae8-4972-95a1-dfd2a31263b5,available,,,,
ef7628d3-daf2-4d62-8906-eec3d461d8c9,4654ae62-a143-4ac2-8149-b79b04b7ad7a,202611ba-3386-48f9-ba64-a4fed26ca4b7,available,,,,
f48598f4-973e-4701-a037-586f6a772e9b,4654ae62-a143-4ac2-8149-b79b04b7ad7a,7123548b-1bd1-4170-bdea-956fc599ad5e,available,,,,
f59595b7-7d36-451c-9a29-0f75be1cda54,289e0bec-ba70-46e5-89c0-a27782fa717e,c43f94a3-125b-4020-bdbb-afecd04d4012,available,,,,
f5b4f776-ca99-4879-9088-ffe3ab331d1f,4654ae62-a143-4ac2-8149-b79b04b7ad7a,f5949257-ae12-4a79-bdfb-0e16785d12aa,available,,,,
f867535c-3e4a-44da-9755-c4ec00d763d4,86453042-6d66-489f-af76-267923921d04,61f5b79f-6ae8-4972-95a1-dfd2a31263b5,claimed,2026-07-16 14:25:55.66,,17080e87-4481-4f04-88df-6e3302da957b,powerful
fb3202ef-18f6-4fd0-bebd-f4e1b1a331ef,86453042-6d66-489f-af76-267923921d04,1590c653-91c4-4925-a6f3-7bab215c2fc5,available,,,,
